name,variant,condition,city,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,Original_Price,Price
Maruti Suzuki Baleno,LXI (Base),Fair,Metro (High Demand),2020,12881.75,Diesel,Manual,First Owner,22.0,1197,88,5,957304.65,515769.42
Mahindra Bolero,Mid,Excellent,Tier 2 (Medium),2019,135148.07,Diesel,Automatic,Second Owner,16.0,1493,75,7,1212030.03,1078812.28
Volkswagen Virtus,Trendline (Base),Good,Rural (Low),2021,107531.76,Petrol,Automatic,Second Owner,18.0,1498,148,5,1634598.26,1447844.54
Mahindra XUV300,Mid,Excellent,Tier 2 (Medium),2013,99449.27,Diesel,Automatic,First Owner,17.0,1197,108,5,1430386.35,444852.77
Hyundai Verna,E (Base),Fair,Metro (High Demand),2011,62270.24,Diesel,Manual,Third Owner,19.0,1497,113,5,1387882.08,428420.73
Hyundai Grand i10,S (Mid),Excellent,Tier 2 (Medium),2020,127090.72,Petrol,Automatic,Third Owner,20.0,1197,82,5,921275.64,337294.82
Volkswagen Virtus,Trendline (Base),Good,Tier 2 (Medium),2020,11450.65,Petrol,Automatic,Fourth & Above Owner,18.0,1498,148,5,1620528.31,577619.68
Volkswagen Vento,Comfortline (Mid),Good,Metro (High Demand),2023,74695.45,Diesel,Automatic,First Owner,17.0,999,108,5,1408933.59,1068271.83
Kia Carens,HTE (Base),Poor,Tier 2 (Medium),2025,55384.1,Diesel,Automatic,Third Owner,16.0,1497,113,7,1528192.51,691489.96
Kia Carens,GTX (Top),Good,Rural (Low),2013,110817.05,CNG,Automatic,First Owner,16.0,1497,113,7,1513943.35,476679.64
Hyundai Venue,E (Base),Good,Tier 2 (Medium),2011,32399.0,Petrol,Automatic,Fourth & Above Owner,18.0,998,118,5,1256432.42,393726.93
Maruti Suzuki Baleno,ZXI (Top),Poor,Metro (High Demand),2012,131329.96,Diesel,Manual,First Owner,22.0,1197,88,5,1006083.94,312053.06
Volkswagen Vento,Comfortline (Mid),Fair,Rural (Low),2022,7953.49,Diesel,Automatic,First Owner,17.0,999,108,5,1504190.42,900546.48
Toyota Innova,G (Base),Excellent,Tier 2 (Medium),2022,78217.79,Diesel,Automatic,Third Owner,11.0,2393,148,7,2813789.69,1739852.13
Toyota Urban Cruiser,G (Base),Excellent,Tier 2 (Medium),2021,89580.33,Petrol,Manual,First Owner,18.0,1462,103,5,1123661.07,723244.4
Honda Amaze,VX (Top),Fair,Tier 2 (Medium),2016,116435.38,Petrol,Manual,First Owner,18.0,1199,88,5,1043641.9,326367.54
Hyundai Creta,E (Base),Good,Tier 2 (Medium),2011,95321.69,Petrol,Manual,Third Owner,16.0,1497,113,5,1522667.9,1138192.21
Maruti Suzuki Swift,VXI (Mid),Fair,Tier 2 (Medium),2016,115857.51,CNG,Automatic,First Owner,21.0,1197,82,5,815680.43,267618.37
Honda Amaze,VX (Top),Good,Rural (Low),2023,118715.27,Diesel,Manual,Second Owner,18.0,1199,88,5,1069977.19,555109.08
Mahindra Thar,Top,Poor,Metro (High Demand),2019,22779.94,Diesel,Manual,First Owner,15.0,1997,150,4,1730188.36,773984.07
Maruti Suzuki Alto,ZXI (Top),Good,Metro (High Demand),2022,120532.56,Petrol,Automatic,First Owner,22.0,796,47,5,595254.1,380314.17
Hyundai Grand i10,S (Mid),Excellent,Tier 2 (Medium),2021,108968.08,Petrol,Automatic,First Owner,20.0,1197,82,5,954084.66,562366.2
Mahindra Thar,Mid,Fair,Metro (High Demand),2017,39589.24,Diesel,Automatic,Second Owner,15.0,1997,150,4,1883522.78,614071.29
Mahindra Bolero,Top,Excellent,Metro (High Demand),2024,22519.11,Diesel,Manual,First Owner,16.0,1493,75,7,1266168.09,1125215.66
Hyundai i20,SX (Top),Good,Tier 2 (Medium),2024,113457.12,CNG,Automatic,Fourth & Above Owner,20.0,1197,82,5,1128880.56,512131.16
Honda City,E (Base),Poor,Metro (High Demand),2018,111263.76,Diesel,Automatic,First Owner,17.0,1498,119,5,1630135.75,509039.91
Toyota Glanza,G (Base),Good,Tier 2 (Medium),2013,38598.02,CNG,Automatic,First Owner,22.0,1197,88,5,1063197.73,344569.6
Volkswagen Virtus,Highline (Top),Good,Tier 2 (Medium),2016,25387.64,CNG,Manual,First Owner,18.0,1498,148,5,1692509.7,704125.87
Toyota Fortuner,V (Top),Good,Tier 2 (Medium),2014,139548.39,CNG,Manual,First Owner,10.0,2755,201,7,3721435.26,1142255.36
Mahindra XUV300,Top,Fair,Tier 2 (Medium),2018,145578.92,CNG,Manual,Second Owner,17.0,1197,108,5,1327799.61,419035.05
Honda Amaze,VX (Top),Fair,Tier 2 (Medium),2020,136948.22,CNG,Manual,First Owner,18.0,1199,88,5,1026110.01,441412.41
Hyundai i20,E (Base),Good,Rural (Low),2015,124220.88,Diesel,Automatic,Second Owner,20.0,1197,82,5,1057740.42,337678.36
Tata Altroz,XZ (Top),Good,Tier 2 (Medium),2017,34069.83,Diesel,Manual,Third Owner,19.0,1199,84,5,1027069.04,332921.18
Maruti Suzuki Brezza,VXI (Mid),Good,Tier 2 (Medium),2019,537110.3071941029,Diesel,Manual,First Owner,19.0,1462,103,5,1144546.27,675512.77
Tata Tiago,XZ (Top),Poor,Metro (High Demand),2016,48711.93,Petrol,Manual,First Owner,20.0,1199,84,5,815479.25,257588.77
Hyundai Verna,SX (Top),Good,Tier 2 (Medium),2025,87571.51,Diesel,Automatic,Third Owner,19.0,1497,113,5,1571780.22,1139334.68
Mahindra XUV300,Top,Good,Tier 2 (Medium),2016,17363.16,Diesel,Manual,First Owner,17.0,1197,108,5,1347407.81,512746.31
Kia Carens,GTX (Top),Good,Tier 2 (Medium),2014,33158.83,Petrol,Manual,First Owner,16.0,1497,113,7,1319514.34,476329.77
Maruti Suzuki Ertiga,LXI (Base),Fair,Metro (High Demand),2020,14373.12,CNG,Automatic,First Owner,20.0,1462,103,7,1125465.57,558061.0
Hyundai Venue,S (Mid),Good,Tier 2 (Medium),2018,86191.96,Diesel,Manual,Third Owner,18.0,998,118,5,1145769.93,360825.57
Volkswagen Polo,Highline (Top),Fair,Metro (High Demand),2024,93794.67,Diesel,Automatic,Second Owner,18.0,999,108,5,1260440.57,813388.18
Tata Altroz,XM (Mid),Good,Rural (Low),2018,77290.39,Petrol,Automatic,First Owner,19.0,1199,84,5,1102271.31,473634.78
Hyundai Grand i10,SX (Top),Good,Metro (High Demand),2017,20199.6,CNG,Automatic,Third Owner,20.0,1197,82,5,1009631.24,358313.9
Toyota Urban Cruiser,G (Base),Fair,Metro (High Demand),2018,44358.77,Diesel,Automatic,First Owner,18.0,1462,103,5,1287624.02,540854.72
Volkswagen Polo,Comfortline (Mid),Poor,Tier 2 (Medium),2022,111894.02,Diesel,Manual,Second Owner,18.0,999,108,5,1069955.02,353539.34
Honda Amaze,S (Mid),Good,Tier 2 (Medium),2025,143847.56,Petrol,Automatic,First Owner,18.0,1199,88,5,1044822.11,802266.76
Mahindra XUV700,Base,Excellent,Tier 2 (Medium),2021,10658.31,Petrol,Manual,Fourth & Above Owner,13.0,2198,182,7,2091479.11,1027190.72
Honda Amaze,S (Mid),Excellent,Metro (High Demand),2021,105587.49,Diesel,Automatic,First Owner,18.0,1199,88,5,1185943.96,748998.91
Kia Sonet,HTK (Mid),Good,Metro (High Demand),2017,64398.75,Diesel,Manual,First Owner,18.0,998,118,5,1252792.58,509082.35
Maruti Suzuki Ertiga,LXI (Base),Fair,Rural (Low),2011,62087.8,CNG,Manual,First Owner,20.0,1462,103,7,1034301.5,323318.54
Honda Amaze,VX (Top),Good,Metro (High Demand),2023,138821.2,CNG,Manual,First Owner,18.0,1199,88,5,954460.45,707333.26
Volkswagen Polo,Trendline (Base),Fair,Metro (High Demand),2025,96056.75,CNG,Automatic,First Owner,18.0,999,108,5,928306.93,720761.09
Honda City,E (Base),Good,Tier 2 (Medium),2022,10588.46,CNG,Automatic,First Owner,17.0,1498,119,5,1636026.69,1258009.67
Tata Safari,XM (Mid),Poor,Tier 2 (Medium),2025,386184.8992091097,CNG,Automatic,First Owner,14.0,1956,167,7,2161286.26,1593006.43
Maruti Suzuki Ertiga,ZXI (Top),Excellent,Tier 2 (Medium),2012,57518.41,Petrol,Manual,First Owner,20.0,1462,103,7,1214104.62,377584.12
Mahindra Scorpio,Top,Good,Metro (High Demand),2023,142793.49,Petrol,Manual,Fourth & Above Owner,15.0,2184,130,7,1825930.83,857677.29
Maruti Suzuki Swift,ZXI (Top),Poor,Rural (Low),2012,16232.45,Diesel,Manual,Second Owner,21.0,1197,82,5,912840.74,290889.13
Volkswagen Virtus,Trendline (Base),Good,Tier 2 (Medium),2011,50574.18,Petrol,Manual,Fourth & Above Owner,18.0,1498,148,5,1638020.67,514178.92
Maruti Suzuki Alto,VXI (Mid),Excellent,Tier 2 (Medium),2013,31871.2,Petrol,Automatic,First Owner,22.0,796,47,5,583149.8,513675.79
Toyota Glanza,G (Base),Fair,Metro (High Demand),2015,89617.7,Petrol,Automatic,Second Owner,22.0,1197,88,5,1051364.82,344706.96
Kia Sonet,GTX (Top),Good,Tier 2 (Medium),2024,12053.28,Petrol,Automatic,Second Owner,18.0,998,118,5,1294297.46,1033989.5
Toyota Innova,V (Top),Good,Metro (High Demand),2025,30162.41,CNG,Automatic,Second Owner,11.0,2393,148,7,2813091.05,2517894.83
Hyundai Grand i10,S (Mid),Excellent,Tier 2 (Medium),2024,115011.86,Diesel,Automatic,First Owner,20.0,1197,82,5,977705.25,802246.53
Maruti Suzuki Brezza,ZXI (Top),Good,Rural (Low),2024,46435.48,Petrol,Automatic,Second Owner,19.0,1462,103,5,1150730.6,848532.04
Honda City,S (Mid),Poor,Tier 2 (Medium),2013,5391.64,CNG,Automatic,Third Owner,17.0,1498,119,5,1633526.87,518950.68
Maruti Suzuki Swift,LXI (Base),Good,Tier 2 (Medium),2017,14296.74,CNG,Automatic,First Owner,21.0,1197,82,5,769416.24,352707.24
Hyundai Grand i10,SX (Top),Poor,Tier 2 (Medium),2015,30934.88,Petrol,Automatic,First Owner,20.0,1197,82,5,917871.26,297779.1
Tata Altroz,XM (Mid),Good,Metro (High Demand),2014,135581.68,Diesel,Manual,First Owner,19.0,1199,84,5,1078948.85,348796.44
Mahindra XUV300,Top,Excellent,Metro (High Demand),2012,48090.47,CNG,Manual,Second Owner,17.0,1197,108,5,1246538.33,388147.82
Volkswagen Polo,Highline (Top),Good,Tier 2 (Medium),2011,48460.55,Petrol,Automatic,First Owner,18.0,999,108,5,1056685.33,334986.44
Maruti Suzuki Dzire,VXI (Mid),Fair,Metro (High Demand),2013,54802.52,Diesel,Manual,Second Owner,23.0,1197,88,5,967475.82,305088.95
Hyundai Venue,E (Base),Good,Tier 2 (Medium),2024,122709.12,Petrol,Automatic,Third Owner,18.0,998,118,5,1195363.41,627288.1
Volkswagen Taigun,Trendline (Base),Excellent,Metro (High Demand),2012,85429.12,Diesel,Automatic,First Owner,16.0,1498,148,5,1640158.37,509620.88
Maruti Suzuki Dzire,VXI (Mid),Fair,Rural (Low),2019,55133.22,Petrol,Automatic,Second Owner,23.0,1197,88,5,978602.92,332829.18
Maruti Suzuki Brezza,VXI (Mid),Good,Metro (High Demand),2017,41585.03,Diesel,Automatic,First Owner,19.0,1462,103,5,1266930.97,631540.91
Tata Harrier,XE (Base),Excellent,Rural (Low),2012,146100.85,Diesel,Manual,First Owner,16.0,1956,167,5,2003828.49,621343.8
Toyota Glanza,G (Base),Fair,Rural (Low),2015,19357.85,CNG,Manual,Third Owner,22.0,1197,88,5,804794.47,258494.4
Mahindra XUV300,Base,Poor,Metro (High Demand),2015,26280.69,CNG,Manual,Third Owner,17.0,1197,108,5,1197132.62,381471.98
Honda Amaze,E (Base),Fair,Metro (High Demand),2023,128763.7,Diesel,Automatic,First Owner,18.0,1199,88,5,1103443.03,605861.58
Kia Sonet,HTE (Base),Excellent,Tier 2 (Medium),2015,88079.42,Diesel,Automatic,First Owner,18.0,998,118,5,1264820.0,474801.09
Kia Seltos,HTE (Base),Poor,Tier 2 (Medium),2014,62029.65,Diesel,Manual,Second Owner,16.0,1497,113,5,1705466.87,533413.96
Honda Elevate,VX (Top),Good,Metro (High Demand),2019,80975.65,Diesel,Automatic,First Owner,15.0,1498,119,5,1730423.1,982802.11
Kia Carens,GTX (Top),Good,Metro (High Demand),2012,92171.86,Diesel,Automatic,Second Owner,16.0,1497,113,7,1537825.17,487408.12
Volkswagen Taigun,Comfortline (Mid),Fair,Rural (Low),2019,488109.67657636164,Diesel,Automatic,Third Owner,16.0,1498,148,5,1771571.67,542488.37
Kia Carens,GTX (Top),Poor,Metro (High Demand),2015,31569.29,Petrol,Automatic,Second Owner,16.0,1497,113,7,1506605.15,477609.19
Kia Seltos,HTK (Mid),Excellent,Metro (High Demand),2021,81500.14,Diesel,Manual,Second Owner,16.0,1497,113,5,1763124.76,1028475.4
Honda Elevate,E (Base),Poor,Tier 2 (Medium),2017,34754.61,Petrol,Automatic,First Owner,15.0,1498,119,5,1422758.62,446379.33
Honda City,VX (Top),Good,Rural (Low),2024,84489.57,Diesel,Manual,Third Owner,17.0,1498,119,5,1622719.58,1015287.97
Kia Sonet,HTK (Mid),Fair,Metro (High Demand),2025,53959.65,Petrol,Manual,Third Owner,18.0,998,118,5,1057277.94,659317.2
Honda City,S (Mid),Excellent,Metro (High Demand),2017,132906.92,CNG,Automatic,First Owner,17.0,1498,119,5,1571839.99,619150.6
Hyundai Venue,SX (Top),Fair,Tier 2 (Medium),2018,134380.34,Diesel,Automatic,Second Owner,18.0,998,118,5,1415423.19,443865.69
Mahindra Thar,Base,Good,Metro (High Demand),2018,53454.78,CNG,Manual,Second Owner,15.0,1997,150,4,1617799.22,621312.1
Mahindra Scorpio,Mid,Excellent,Rural (Low),2017,28225.69,Petrol,Manual,First Owner,15.0,2184,130,7,1718103.12,946906.71
Maruti Suzuki Swift,LXI (Base),Good,Tier 2 (Medium),2016,22133.35,Diesel,Automatic,Fourth & Above Owner,21.0,1197,82,5,907588.28,287289.96
Honda City,E (Base),Good,Tier 2 (Medium),2012,16221.29,CNG,Manual,First Owner,17.0,1498,119,5,1549501.5,475232.28
Mahindra XUV700,Top,Fair,Metro (High Demand),2023,64525.41,Diesel,Manual,Third Owner,13.0,2198,182,7,2277697.14,1333998.27
Maruti Suzuki Swift,ZXI (Top),Good,Rural (Low),2024,66100.11,CNG,Manual,First Owner,21.0,1197,82,5,756091.63,662189.81
Kia Seltos,GTX (Top),Good,Tier 2 (Medium),2011,95618.24,CNG,Manual,First Owner,16.0,1497,113,5,1729113.87,536505.17
Honda City,VX (Top),Fair,Tier 2 (Medium),2017,40311.07,Petrol,Manual,First Owner,17.0,1498,119,5,1523195.67,610719.17
Toyota Innova,V (Top),Good,Tier 2 (Medium),2013,39572.97,Diesel,Manual,Second Owner,11.0,2393,148,7,2781054.48,889514.05
Mahindra Scorpio,Base,Excellent,Rural (Low),2017,41054.09,Diesel,Manual,Fourth & Above Owner,15.0,2184,130,7,1756694.29,537814.14
Tata Altroz,XE (Base),Fair,Metro (High Demand),2020,43688.07,CNG,Automatic,First Owner,19.0,1199,84,5,996918.93,517381.21
Toyota Fortuner,V (Top),Good,Tier 2 (Medium),2013,47026.22,Diesel,Manual,Second Owner,10.0,2755,201,7,3774097.05,1147428.33
Maruti Suzuki Dzire,ZXI (Top),Good,Tier 2 (Medium),2015,64542.67,Diesel,Manual,Fourth & Above Owner,23.0,1197,88,5,906261.65,286878.35
Mahindra Thar,Top,Good,Metro (High Demand),2011,37109.29,CNG,Manual,Second Owner,15.0,1997,150,4,1675486.32,520353.75
Toyota Innova,V (Top),Fair,Metro (High Demand),2018,148873.2,CNG,Manual,Second Owner,11.0,2393,148,7,2700058.95,1014809.17
Toyota Glanza,G (Base),Good,Rural (Low),2022,113363.51,Petrol,Automatic,First Owner,22.0,1197,88,5,1069347.8,557228.51
Hyundai i20,E (Base),Excellent,Rural (Low),2021,60824.65,Petrol,Automatic,Fourth & Above Owner,20.0,1197,82,5,1059894.14,413492.79
Tata Harrier,XZ (Top),Good,Metro (High Demand),2015,118598.37,CNG,Automatic,Fourth & Above Owner,16.0,1956,167,5,2074540.81,651767.77
Hyundai i20,E (Base),Good,Rural (Low),2013,78574.21,CNG,Automatic,Second Owner,20.0,1197,82,5,1062531.76,343788.99
Hyundai i20,SX (Top),Good,Tier 2 (Medium),2014,107556.45,Petrol,Manual,First Owner,20.0,1197,82,5,1017891.43,328416.72
Mahindra Scorpio,Mid,Good,Rural (Low),2013,12051.03,Diesel,Manual,Third Owner,15.0,2184,130,7,1795048.08,552235.72
Mahindra XUV300,Top,Poor,Rural (Low),2013,129621.91,CNG,Manual,Second Owner,17.0,1197,108,5,1228739.31,396047.44
Toyota Urban Cruiser,V (Top),Good,Tier 2 (Medium),2017,106824.73,Petrol,Manual,First Owner,18.0,1462,103,5,1154258.85,411153.0
Maruti Suzuki Alto,ZXI (Top),Good,Rural (Low),2022,124540.31,Petrol,Automatic,First Owner,22.0,796,47,5,570582.54,313532.99
Tata Safari,XM (Mid),Good,Metro (High Demand),2015,139284.39,Petrol,Manual,First Owner,14.0,1956,167,7,2152978.98,673001.93
Hyundai i20,E (Base),Good,Rural (Low),2024,437875.6068119868,CNG,Automatic,First Owner,20.0,1197,82,5,1028657.51,810513.19
Mahindra XUV300,Base,Good,Metro (High Demand),2015,5869.55,Petrol,Manual,Third Owner,17.0,1197,108,5,1140517.82,365724.58
Hyundai Verna,E (Base),Excellent,Tier 2 (Medium),2019,89115.68,Diesel,Manual,Second Owner,19.0,1497,113,5,1439559.97,613102.97
Hyundai Creta,S (Mid),Good,Tier 2 (Medium),2023,30927.81,Diesel,Automatic,First Owner,16.0,1497,113,5,1762697.2,1574515.25
Kia Sonet,HTK (Mid),Fair,Rural (Low),2025,24391.2,Diesel,Automatic,Second Owner,18.0,998,118,5,1301208.71,909693.02
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2022,113656.4,Diesel,Automatic,Second Owner,16.0,1497,113,5,1895184.3,906313.53
Maruti Suzuki Alto,ZXI (Top),Excellent,Tier 2 (Medium),2017,138387.52,Petrol,Automatic,First Owner,22.0,796,47,5,693878.47,289127.34
Tata Altroz,XM (Mid),Good,Tier 2 (Medium),2012,21097.16,Petrol,Automatic,First Owner,19.0,1199,84,5,1028766.66,324950.77
Volkswagen Virtus,Highline (Top),Poor,Tier 2 (Medium),2021,89995.38,Petrol,Automatic,Second Owner,18.0,1498,148,5,1733946.31,1547147.6
Honda Amaze,E (Base),Excellent,Metro (High Demand),2023,133936.69,Diesel,Automatic,Fourth & Above Owner,18.0,1199,88,5,1100299.12,478647.96
Tata Altroz,XE (Base),Good,Rural (Low),2012,63645.47,Diesel,Manual,First Owner,19.0,1199,84,5,929239.91,822683.53
Honda City,S (Mid),Good,Metro (High Demand),2018,11933.18,CNG,Manual,First Owner,17.0,1498,119,5,1566527.8,733511.33
Mahindra Scorpio,Top,Good,Tier 2 (Medium),2024,142386.4,CNG,Automatic,First Owner,15.0,2184,130,7,1853012.08,1603808.39
Toyota Glanza,G (Base),Good,Metro (High Demand),2014,51744.22,Petrol,Automatic,Third Owner,22.0,1197,88,5,1061889.18,332849.4
Volkswagen Polo,Highline (Top),Good,Tier 2 (Medium),2024,73241.26,CNG,Automatic,Second Owner,18.0,999,108,5,1114941.43,822301.62
Toyota Urban Cruiser,G (Base),Excellent,Rural (Low),2014,9987.81,CNG,Automatic,First Owner,18.0,1462,103,5,1263248.66,411286.19
Hyundai Creta,S (Mid),Excellent,Metro (High Demand),2015,107711.48,CNG,Manual,First Owner,16.0,1497,113,5,1589392.53,600698.27
Maruti Suzuki Dzire,ZXI (Top),Poor,Tier 2 (Medium),2021,68300.96,CNG,Automatic,First Owner,23.0,1197,88,5,998163.9,433356.1
Kia Seltos,HTE (Base),Good,Rural (Low),2015,46913.61,Diesel,Automatic,First Owner,16.0,1497,113,5,1824142.82,1620070.79
Toyota Urban Cruiser,G (Base),Good,Metro (High Demand),2019,94255.02,Petrol,Automatic,Third Owner,18.0,1462,103,5,1165286.27,444027.77
Toyota Fortuner,G (Base),Good,Rural (Low),2019,89388.68,Petrol,Automatic,First Owner,10.0,2755,201,7,3732981.32,1942792.02
Maruti Suzuki Swift,LXI (Base),Good,Tier 2 (Medium),2025,21864.88,Diesel,Manual,First Owner,21.0,1197,82,5,729142.98,632242.11
Maruti Suzuki Brezza,ZXI (Top),Excellent,Metro (High Demand),2022,8973.59,Diesel,Automatic,Third Owner,19.0,1462,103,5,1314774.97,854343.57
Mahindra XUV300,Mid,Good,Metro (High Demand),2013,65087.8,Petrol,Automatic,First Owner,17.0,1197,108,5,1343709.18,420435.8
Honda Elevate,VX (Top),Fair,Metro (High Demand),2017,127156.18,CNG,Automatic,Second Owner,15.0,1498,119,5,1535400.6,461826.99
Hyundai Grand i10,SX (Top),Excellent,Rural (Low),2020,59815.98,Diesel,Automatic,Second Owner,20.0,1197,82,5,1054526.53,493975.58
Hyundai i20,S (Mid),Good,Metro (High Demand),2018,117792.11,CNG,Automatic,First Owner,20.0,1197,82,5,1045216.76,403493.72
Maruti Suzuki Dzire,VXI (Mid),Good,Tier 2 (Medium),2011,97535.22,Diesel,Automatic,First Owner,23.0,1197,88,5,993520.76,310577.74
Tata Altroz,XZ (Top),Good,Metro (High Demand),2023,48594.86,Diesel,Automatic,First Owner,19.0,1199,84,5,1184626.22,1047406.49
Volkswagen Polo,Trendline (Base),Good,Metro (High Demand),2016,104993.61,Diesel,Automatic,First Owner,18.0,999,108,5,1107077.35,364606.24
Maruti Suzuki Swift,VXI (Mid),Good,Metro (High Demand),2017,106209.39,Diesel,Automatic,Second Owner,21.0,1197,82,5,905015.79,307538.43
Volkswagen Virtus,Trendline (Base),Good,Metro (High Demand),2015,142221.3,Petrol,Manual,First Owner,18.0,1498,148,5,1539614.05,479988.5
Hyundai Creta,E (Base),Good,Tier 2 (Medium),2017,141616.96,Petrol,Automatic,Second Owner,16.0,1497,113,5,1687182.57,561779.46
Kia Sonet,GTX (Top),Fair,Metro (High Demand),2013,35448.27,CNG,Automatic,Third Owner,18.0,998,118,5,1257310.34,397463.31
Honda Amaze,E (Base),Fair,Rural (Low),2024,26500.58,Diesel,Manual,Second Owner,18.0,1199,88,5,925872.51,535851.47
Honda Amaze,S (Mid),Good,Rural (Low),2011,33148.1,CNG,Automatic,Third Owner,18.0,1199,88,5,998267.58,313540.53
Toyota Fortuner,V (Top),Poor,Metro (High Demand),2014,69471.5,Diesel,Automatic,First Owner,10.0,2755,201,7,3910379.69,1187122.34
Hyundai i20,E (Base),Fair,Metro (High Demand),2019,11532.02,Diesel,Manual,Third Owner,20.0,1197,82,5,996946.05,354001.7
Tata Harrier,XZ (Top),Good,Tier 2 (Medium),2018,99527.41,Petrol,Automatic,First Owner,16.0,1956,167,5,2081397.51,1042669.47
Maruti Suzuki Baleno,ZXI (Top),Good,Metro (High Demand),2012,11862.36,Diesel,Manual,First Owner,22.0,1197,88,5,1027222.32,319576.3
Kia Carens,HTE (Base),Good,Tier 2 (Medium),2017,113024.76,Petrol,Manual,First Owner,16.0,1497,113,7,1282155.35,417114.64
Maruti Suzuki Alto,VXI (Mid),Good,Metro (High Demand),2014,131944.67,Petrol,Manual,First Owner,22.0,796,47,5,409460.14,134518.34
Hyundai Venue,SX (Top),Excellent,Rural (Low),2024,40382.86,CNG,Automatic,Third Owner,18.0,998,118,5,1236622.39,945030.11
Volkswagen Virtus,Trendline (Base),Good,Metro (High Demand),2017,55793.31,Diesel,Manual,First Owner,18.0,1498,148,5,1626105.72,680446.56
Hyundai i20,S (Mid),Good,Tier 2 (Medium),2016,607419.1787110469,Diesel,Manual,Fourth & Above Owner,20.0,1197,82,5,1050079.77,328223.23
Tata Harrier,XE (Base),Excellent,Metro (High Demand),2011,72655.07,CNG,Automatic,Second Owner,16.0,1956,167,5,1976870.33,611693.46
Honda Elevate,S (Mid),Good,Rural (Low),2011,87208.45,Diesel,Manual,First Owner,15.0,1498,119,5,1563235.17,482606.4
Hyundai Grand i10,E (Base),Good,Tier 2 (Medium),2013,125625.54,Petrol,Automatic,Second Owner,20.0,1197,82,5,882477.57,278556.29
Toyota Glanza,V (Top),Excellent,Metro (High Demand),2022,138051.5,Diesel,Automatic,First Owner,22.0,1197,88,5,1194698.27,860474.45
Toyota Fortuner,V (Top),Excellent,Rural (Low),2014,57314.03,Petrol,Manual,Fourth & Above Owner,10.0,2755,201,7,3745686.29,1141036.24
Honda Elevate,VX (Top),Fair,Tier 2 (Medium),2021,21126.44,Diesel,Manual,First Owner,15.0,1498,119,5,1504802.58,902094.0
Honda Amaze,VX (Top),Good,Metro (High Demand),2018,58536.39,CNG,Manual,First Owner,18.0,1199,88,5,1020832.51,507470.53
Tata Nexon,XM (Mid),Good,Metro (High Demand),2023,69182.46,Petrol,Manual,First Owner,17.0,1199,118,5,1288939.28,1065277.66
Maruti Suzuki Dzire,ZXI (Top),Excellent,Rural (Low),2013,40432.63,CNG,Manual,First Owner,23.0,1197,88,5,835236.42,269426.81
Volkswagen Taigun,Trendline (Base),Excellent,Metro (High Demand),2024,76905.49,Diesel,Manual,Second Owner,16.0,1498,148,5,1527977.52,1202133.08
